Name,Datum,Spieldauer,Schwierigkeitsgrad,Typ,Altersempfehlung,Glücksfaktor,Rating
Hanabi,2021-03-07,kurz,3,Kooperativ,10+,gering,3
Pixhagen: Das Spiel,2025-06-24,mittel,2,Strategie,12+,gering,3
Flügelschlag,2024-05-02,mittel,3,Familie,6+,gering,5
Dominion,2025-03-14,lang,2,Strategie,12+,sehr hoch,4
7 Wonders,2025-03-19,lang,4,Strategie,12+,mittel,2
Dominion,2024-05-31,lang,5,Strategie,16+,gering,3
Dixit,2025-03-10,mittel,3,Familie,6+,hoch,2
Ziegenroulette,2025-07-01,lang,1,Kinder,6+,mittel,5
Robohof,2023-09-12,lang,1,Familie,6+,mittel,4
Arche Nova,2022-12-25,lang,5,Strategie,12+,mittel,3
Wurzelwerk,2023-06-29,mittel,4,Strategie,12+,sehr hoch,4
Mindbug,2025-03-04,mittel,4,Strategie,16+,kein Glück,1
Terraforming Mars,2025-03-26,mittel,5,Strategie,16+,mittel,4
Wurzelwerk,2024-06-24,lang,3,Strategie,12+,hoch,3
Terraforming Mars,2025-06-30,kurz,4,Strategie,16+,hoch,5
Wolkenschieber,2024-10-31,kurz,2,Familie,6+,mittel,4
Kingdomino,2025-04-24,lang,3,Familie,10+,sehr hoch,3
Die Rückkehr der Kartoffelkönigin,2025-07-11,kurz,3,Familie,6+,kein Glück,4
Burgenschlacht 3000,2020-12-24,mittel,3,Strategie,16+,mittel,4
Heat: Pedal to the Metal,2025-02-22,lang,3,Familie,10+,hoch,5
Pixhagen: Das Spiel,2024-09-09,kurz,3,Strategie,16+,sehr hoch,4
T.I.M.E Stories,2022-03-26,kurz,3,Kooperativ,12+,kein Glück,4
Pilzpiraten,2023-09-16,lang,1,Kinder,6+,hoch,3
Wolkenschieber,2023-06-25,lang,1,Familie,6+,kein Glück,3
Isle of Skye,2025-04-26,mittel,4,Strategie,16+,sehr hoch,2
Puerto Rico,2025-05-02,kurz,3,Strategie,12+,sehr hoch,2
Flügelschlag,2022-06-04,lang,2,Familie,6+,hoch,4
Burgenschlacht 3000,2022-12-03,kurz,1,Strategie,12+,mittel,5
Pixhagen: Das Spiel,2025-04-18,kurz,5,Strategie,16+,sehr hoch,4
Keksdiplomatie,2022-08-23,mittel,2,Party,6+,mittel,2
Quacksalber von Quedlinburg,2022-02-04,lang,5,Strategie,16+,mittel,2
Gloomhaven,2024-06-29,lang,3,Kooperativ,16+,hoch,5
Pizzadiplomaten,2023-05-12,lang,3,Party,10+,kein Glück,3
Wingspan Asia,2024-09-12,lang,1,Familie,10+,kein Glück,2
Pixhagen: Das Spiel,2025-05-25,mittel,5,Strategie,12+,mittel,2
Clank!,2024-08-10,mittel,2,Strategie,12+,kein Glück,4
Wingspan Asia,2024-01-29,mittel,1,Familie,10+,sehr hoch,4
MicroMacro: Crime City,2024-11-20,lang,3,Kooperativ,6+,gering,3
Chronicles of Crime,2025-03-27,mittel,3,Kooperativ,6+,gering,4
Hadara,2025-05-16,mittel,5,Strategie,16+,gering,4
Planet Unknown,2023-12-05,kurz,3,Strategie,12+,mittel,5
Project L,2024-03-02,kurz,2,Strategie,16+,gering,4
Monsterbüro,2025-05-08,mittel,3,Party,6+,kein Glück,5
Pilzpiraten,2023-07-14,lang,2,Kinder,6+,kein Glück,4
Res Arcana,2024-10-08,mittel,2,Strategie,16+,kein Glück,4
Stadt der flüsternden Uhren,2022-06-15,mittel,1,Strategie,12+,sehr hoch,4
Funkenschwinge,2025-03-14,mittel,1,Strategie,12+,gering,3
Die Farben von Fjorin,2024-01-18,kurz,3,Strategie,16+,gering,4
Carcassonne,2022-12-02,lang,3,Familie,6+,hoch,4
Wolkenschieber,2022-11-01,lang,3,Familie,10+,hoch,2
Dixit,2024-12-06,kurz,1,Familie,6+,mittel,4
Patchwork,2025-01-21,lang,1,Familie,6+,mittel,3
Pizzadiplomaten,2025-02-03,kurz,3,Party,6+,sehr hoch,3
Hadara,2023-10-02,mittel,1,Strategie,16+,sehr hoch,4
Pandemic,2025-06-29,mittel,5,Kooperativ,10+,sehr hoch,5
Robohof,2022-11-22,mittel,2,Familie,6+,gering,2
Die Rückkehr der Kartoffelkönigin,2024-07-14,mittel,3,Familie,6+,gering,4
Meadow,2025-07-25,lang,3,Familie,10+,sehr hoch,3
Parks,2022-04-22,mittel,3,Familie,10+,kein Glück,5
Great Western Trail,2023-08-05,mittel,2,Strategie,16+,hoch,3
Planet Unknown,2023-11-14,lang,2,Strategie,12+,gering,3
Die Crew,2024-05-02,kurz,4,Kooperativ,12+,kein Glück,3
Living Forest,2024-12-07,lang,1,Strategie,12+,sehr hoch,5
Quacksalber von Quedlinburg,2022-03-27,lang,1,Strategie,12+,kein Glück,4
Alhambra,2024-12-16,lang,3,Familie,10+,gering,5
Hadara,2024-03-12,mittel,3,Strategie,12+,mittel,3
Pixhagen: Das Spiel,2023-04-24,lang,3,Strategie,16+,mittel,4
Calico,2024-06-28,kurz,3,Familie,10+,mittel,4
Hadara,2025-01-04,kurz,3,Strategie,16+,sehr hoch,2
Planet Würfelstein,2023-04-12,lang,1,Strategie,12+,kein Glück,3
